date,OT
2022/11/18 0:00,151
2022/11/18 0:01,26
2022/11/18 0:02,65
2022/11/18 0:03,187
2022/11/18 0:04,205
2022/11/18 0:05,128
2022/11/18 0:06,70
2022/11/18 0:07,70
2022/11/18 0:08,71
2022/11/18 0:09,228
2022/11/18 0:10,101
2022/11/18 0:11,248
2022/11/18 0:12,66
2022/11/18 0:13,232
2022/11/18 0:14,206
2022/11/18 0:15,60
2022/11/18 0:16,49
2022/11/18 0:17,161
2022/11/18 0:18,229
2022/11/18 0:19,188
2022/11/18 0:20,216
2022/11/18 0:21,117
2022/11/18 0:22,226
2022/11/18 0:23,249
2022/11/18 0:24,116
2022/11/18 0:25,139
2022/11/18 0:26,215
2022/11/18 0:27,117
2022/11/18 0:28,84
2022/11/18 0:29,254
2022/11/18 0:30,161
2022/11/18 0:31,127
2022/11/18 0:32,118
2022/11/18 0:33,225
2022/11/18 0:34,73
2022/11/18 0:35,58
2022/11/18 0:36,106
2022/11/18 0:37,194
2022/11/18 0:38,209
2022/11/18 0:39,102
2022/11/18 0:40,205
2022/11/18 0:41,145
2022/11/18 0:42,229
2022/11/18 0:43,219
2022/11/18 0:44,67
2022/11/18 0:45,178
2022/11/18 0:46,146
2022/11/18 0:47,95
2022/11/18 0:48,85
2022/11/18 0:49,178
2022/11/18 0:50,20
2022/11/18 0:51,245
2022/11/18 0:52,48
2022/11/18 0:53,80
2022/11/18 0:54,188
2022/11/18 0:55,28
2022/11/18 0:56,41
2022/11/18 0:57,176
2022/11/18 0:58,109
2022/11/18 0:59,77
2022/11/18 1:00,37
2022/11/18 1:01,97
2022/11/18 1:02,94
2022/11/18 1:03,15
2022/11/18 1:04,188
2022/11/18 1:05,141
2022/11/18 1:06,243
2022/11/18 1:07,79
2022/11/18 1:08,255
2022/11/18 1:09,209
2022/11/18 1:10,184
2022/11/18 1:11,72
2022/11/18 1:12,137
2022/11/18 1:13,204
2022/11/18 1:14,17
2022/11/18 1:15,161
2022/11/18 1:16,222
2022/11/18 1:17,179
2022/11/18 1:18,167
2022/11/18 1:19,200
2022/11/18 1:20,39
2022/11/18 1:21,152
2022/11/18 1:22,43
2022/11/18 1:23,77
2022/11/18 1:24,10
2022/11/18 1:25,172
2022/11/18 1:26,72
2022/11/18 1:27,158
2022/11/18 1:28,230
2022/11/18 1:29,52
2022/11/18 1:30,32
2022/11/18 1:31,167
2022/11/18 1:32,84
2022/11/18 1:33,225
2022/11/18 1:34,187
2022/11/18 1:35,211
2022/11/18 1:36,132
2022/11/18 1:37,188
2022/11/18 1:38,4
2022/11/18 1:39,27
2022/11/18 1:40,179
2022/11/18 1:41,114
2022/11/18 1:42,70
2022/11/18 1:43,229
2022/11/18 1:44,12
2022/11/18 1:45,58
2022/11/18 1:46,63
2022/11/18 1:47,234
2022/11/18 1:48,3
2022/11/18 1:49,132
2022/11/18 1:50,136
2022/11/18 1:51,17
2022/11/18 1:52,103
2022/11/18 1:53,225
2022/11/18 1:54,200
2022/11/18 1:55,233
2022/11/18 1:56,20
2022/11/18 1:57,176
2022/11/18 1:58,123
2022/11/18 1:59,237
2022/11/18 2:00,233
2022/11/18 2:01,196
2022/11/18 2:02,48
2022/11/18 2:03,206
2022/11/18 2:04,12
2022/11/18 2:05,167
2022/11/18 2:06,249
2022/11/18 2:07,122
2022/11/18 2:08,79
2022/11/18 2:09,203
2022/11/18 2:10,58
2022/11/18 2:11,180
2022/11/18 2:12,198
2022/11/18 2:13,161
2022/11/18 2:14,52
2022/11/18 2:15,78
2022/11/18 2:16,184
2022/11/18 2:17,39
2022/11/18 2:18,89
2022/11/18 2:19,237
2022/11/18 2:20,19
2022/11/18 2:21,131
2022/11/18 2:22,234
2022/11/18 2:23,13
2022/11/18 2:24,107
2022/11/18 2:25,154
2022/11/18 2:26,98
2022/11/18 2:27,108
2022/11/18 2:28,129
2022/11/18 2:29,127
2022/11/18 2:30,77
2022/11/18 2:31,149
2022/11/18 2:32,38
2022/11/18 2:33,167
2022/11/18 2:34,232
2022/11/18 2:35,76
2022/11/18 2:36,98
2022/11/18 2:37,146
2022/11/18 2:38,49
2022/11/18 2:39,159
2022/11/18 2:40,102
2022/11/18 2:41,112
2022/11/18 2:42,78
2022/11/18 2:43,233
2022/11/18 2:44,73
2022/11/18 2:45,234
2022/11/18 2:46,160
2022/11/18 2:47,176
2022/11/18 2:48,90
2022/11/18 2:49,138
2022/11/18 2:50,172
2022/11/18 2:51,164
2022/11/18 2:52,140
2022/11/18 2:53,111
2022/11/18 2:54,148
2022/11/18 2:55,225
2022/11/18 2:56,224
2022/11/18 2:57,100
2022/11/18 2:58,91
2022/11/18 2:59,96
2022/11/18 3:00,153
2022/11/18 3:01,237
2022/11/18 3:02,111
2022/11/18 3:03,243
2022/11/18 3:04,193
2022/11/18 3:05,48
2022/11/18 3:06,32
2022/11/18 3:07,208
2022/11/18 3:08,84
2022/11/18 3:09,46
2022/11/18 3:10,28
2022/11/18 3:11,85
2022/11/18 3:12,235
2022/11/18 3:13,249
2022/11/18 3:14,186
2022/11/18 3:15,92
2022/11/18 3:16,10
2022/11/18 3:17,30
2022/11/18 3:18,200
2022/11/18 3:19,100
2022/11/18 3:20,121
2022/11/18 3:21,250
2022/11/18 3:22,29
2022/11/18 3:23,197
2022/11/18 3:24,250
2022/11/18 3:25,228
2022/11/18 3:26,107
2022/11/18 3:27,61
2022/11/18 3:28,190
2022/11/18 3:29,147
2022/11/18 3:30,72
2022/11/18 3:31,178
2022/11/18 3:32,96
2022/11/18 3:33,158
2022/11/18 3:34,9
2022/11/18 3:35,222
2022/11/18 3:36,54
2022/11/18 3:37,55
2022/11/18 3:38,144
2022/11/18 3:39,116
2022/11/18 3:40,141
2022/11/18 3:41,201
2022/11/18 3:42,78
2022/11/18 3:43,77
2022/11/18 3:44,118
2022/11/18 3:45,54
2022/11/18 3:46,155
2022/11/18 3:47,9
2022/11/18 3:48,214
2022/11/18 3:49,249
2022/11/18 3:50,210
2022/11/18 3:51,36
2022/11/18 3:52,46
2022/11/18 3:53,157
2022/11/18 3:54,188
2022/11/18 3:55,181
2022/11/18 3:56,7
2022/11/18 3:57,199
2022/11/18 3:58,196
2022/11/18 3:59,4
2022/11/18 4:00,198
2022/11/18 4:01,124
2022/11/18 4:02,186
2022/11/18 4:03,229
2022/11/18 4:04,243
2022/11/18 4:05,204
2022/11/18 4:06,46
2022/11/18 4:07,2
2022/11/18 4:08,93
2022/11/18 4:09,186
2022/11/18 4:10,115
2022/11/18 4:11,73
2022/11/18 4:12,120
2022/11/18 4:13,213
2022/11/18 4:14,90
2022/11/18 4:15,77
2022/11/18 4:16,74
2022/11/18 4:17,157
2022/11/18 4:18,251
2022/11/18 4:19,140
2022/11/18 4:20,58
2022/11/18 4:21,182
2022/11/18 4:22,27
2022/11/18 4:23,248
2022/11/18 4:24,41
2022/11/18 4:25,142
2022/11/18 4:26,154
2022/11/18 4:27,45
2022/11/18 4:28,180
2022/11/18 4:29,32
2022/11/18 4:30,137
2022/11/18 4:31,162
2022/11/18 4:32,101
2022/11/18 4:33,48
2022/11/18 4:34,198
2022/11/18 4:35,62
2022/11/18 4:36,138
2022/11/18 4:37,84
2022/11/18 4:38,234
2022/11/18 4:39,61
2022/11/18 4:40,107
2022/11/18 4:41,110
2022/11/18 4:42,215
2022/11/18 4:43,236
2022/11/18 4:44,160
2022/11/18 4:45,117
2022/11/18 4:46,93
2022/11/18 4:47,217
2022/11/18 4:48,191
2022/11/18 4:49,129
2022/11/18 4:50,250
2022/11/18 4:51,86
2022/11/18 4:52,52
2022/11/18 4:53,173
2022/11/18 4:54,175
2022/11/18 4:55,32
2022/11/18 4:56,105
2022/11/18 4:57,35
2022/11/18 4:58,68
2022/11/18 4:59,222
2022/11/18 5:00,72
2022/11/18 5:01,25
2022/11/18 5:02,12
2022/11/18 5:03,117
2022/11/18 5:04,91
2022/11/18 5:05,11
2022/11/18 5:06,63
2022/11/18 5:07,171
2022/11/18 5:08,18
2022/11/18 5:09,209
2022/11/18 5:10,154
2022/11/18 5:11,246
2022/11/18 5:12,9
2022/11/18 5:13,11
2022/11/18 5:14,97
2022/11/18 5:15,109
2022/11/18 5:16,1
2022/11/18 5:17,110
2022/11/18 5:18,215
2022/11/18 5:19,68
2022/11/18 5:20,176
2022/11/18 5:21,131
2022/11/18 5:22,153
2022/11/18 5:23,119
2022/11/18 5:24,253
2022/11/18 5:25,113
2022/11/18 5:26,54
2022/11/18 5:27,21
2022/11/18 5:28,242
2022/11/18 5:29,219
2022/11/18 5:30,162
2022/11/18 5:31,252
2022/11/18 5:32,159
2022/11/18 5:33,140
2022/11/18 5:34,124
2022/11/18 5:35,5
2022/11/18 5:36,35
2022/11/18 5:37,217
2022/11/18 5:38,46
2022/11/18 5:39,234
2022/11/18 5:40,247
2022/11/18 5:41,203
2022/11/18 5:42,113
2022/11/18 5:43,186
2022/11/18 5:44,239
2022/11/18 5:45,177
2022/11/18 5:46,159
2022/11/18 5:47,120
2022/11/18 5:48,111
2022/11/18 5:49,88
2022/11/18 5:50,244
2022/11/18 5:51,210
2022/11/18 5:52,5
2022/11/18 5:53,236
2022/11/18 5:54,97
2022/11/18 5:55,138
2022/11/18 5:56,218
2022/11/18 5:57,144
2022/11/18 5:58,209
2022/11/18 5:59,164
2022/11/18 6:00,145
2022/11/18 6:01,40
2022/11/18 6:02,15
2022/11/18 6:03,253
2022/11/18 6:04,73
2022/11/18 6:05,156
2022/11/18 6:06,190
2022/11/18 6:07,138
2022/11/18 6:08,204
2022/11/18 6:09,218
2022/11/18 6:10,186
2022/11/18 6:11,209
2022/11/18 6:12,241
2022/11/18 6:13,243
2022/11/18 6:14,29
2022/11/18 6:15,106
2022/11/18 6:16,214
2022/11/18 6:17,209
2022/11/18 6:18,46
2022/11/18 6:19,62
2022/11/18 6:20,209
2022/11/18 6:21,107
2022/11/18 6:22,165
2022/11/18 6:23,156
2022/11/18 6:24,143
2022/11/18 6:25,115
2022/11/18 6:26,143
2022/11/18 6:27,154
2022/11/18 6:28,169
2022/11/18 6:29,84
2022/11/18 6:30,119
2022/11/18 6:31,46
2022/11/18 6:32,89
2022/11/18 6:33,89
2022/11/18 6:34,109
2022/11/18 6:35,74
2022/11/18 6:36,55
2022/11/18 6:37,55
2022/11/18 6:38,162
2022/11/18 6:39,209
2022/11/18 6:40,180
2022/11/18 6:41,6
2022/11/18 6:42,65
2022/11/18 6:43,171
2022/11/18 6:44,87
2022/11/18 6:45,42
2022/11/18 6:46,197
2022/11/18 6:47,63
2022/11/18 6:48,68
2022/11/18 6:49,7
2022/11/18 6:50,122
2022/11/18 6:51,235
2022/11/18 6:52,170
2022/11/18 6:53,151
2022/11/18 6:54,141
2022/11/18 6:55,50
2022/11/18 6:56,200
2022/11/18 6:57,70
2022/11/18 6:58,218
2022/11/18 6:59,2
2022/11/18 7:00,250
2022/11/18 7:01,192
2022/11/18 7:02,214
2022/11/18 7:03,250
2022/11/18 7:04,247
2022/11/18 7:05,217
2022/11/18 7:06,247
2022/11/18 7:07,109
2022/11/18 7:08,8
2022/11/18 7:09,37
2022/11/18 7:10,95
2022/11/18 7:11,234
2022/11/18 7:12,73
2022/11/18 7:13,29
2022/11/18 7:14,121
2022/11/18 7:15,51
2022/11/18 7:16,198
2022/11/18 7:17,29
2022/11/18 7:18,186
2022/11/18 7:19,22
2022/11/18 7:20,130
2022/11/18 7:21,164
2022/11/18 7:22,119
2022/11/18 7:23,50
2022/11/18 7:24,30
2022/11/18 7:25,198
2022/11/18 7:26,55
2022/11/18 7:27,230
2022/11/18 7:28,159
2022/11/18 7:29,245
2022/11/18 7:30,110
2022/11/18 7:31,253
2022/11/18 7:32,146
2022/11/18 7:33,55
2022/11/18 7:34,107
2022/11/18 7:35,81
2022/11/18 7:36,9
2022/11/18 7:37,119
2022/11/18 7:38,211
2022/11/18 7:39,221
2022/11/18 7:40,162
2022/11/18 7:41,204
2022/11/18 7:42,121
