date,OT
2022/11/18 0:00,212
2022/11/18 0:01,139
2022/11/18 0:02,187
2022/11/18 0:03,54
2022/11/18 0:04,39
2022/11/18 0:05,24
2022/11/18 0:06,249
2022/11/18 0:07,190
2022/11/18 0:08,100
2022/11/18 0:09,33
2022/11/18 0:10,228
2022/11/18 0:11,35
2022/11/18 0:12,183
2022/11/18 0:13,49
2022/11/18 0:14,241
2022/11/18 0:15,133
2022/11/18 0:16,4
2022/11/18 0:17,143
2022/11/18 0:18,169
2022/11/18 0:19,204
2022/11/18 0:20,131
2022/11/18 0:21,79
2022/11/18 0:22,64
2022/11/18 0:23,64
2022/11/18 0:24,195
2022/11/18 0:25,209
2022/11/18 0:26,207
2022/11/18 0:27,233
2022/11/18 0:28,117
2022/11/18 0:29,75
2022/11/18 0:30,203
2022/11/18 0:31,11
2022/11/18 0:32,114
2022/11/18 0:33,164
2022/11/18 0:34,70
2022/11/18 0:35,114
2022/11/18 0:36,252
2022/11/18 0:37,76
2022/11/18 0:38,63
2022/11/18 0:39,162
2022/11/18 0:40,102
2022/11/18 0:41,136
2022/11/18 0:42,7
2022/11/18 0:43,251
2022/11/18 0:44,175
2022/11/18 0:45,29
2022/11/18 0:46,223
2022/11/18 0:47,40
2022/11/18 0:48,245
2022/11/18 0:49,170
2022/11/18 0:50,226
2022/11/18 0:51,245
2022/11/18 0:52,61
2022/11/18 0:53,241
2022/11/18 0:54,184
2022/11/18 0:55,123
2022/11/18 0:56,2
2022/11/18 0:57,43
2022/11/18 0:58,174
2022/11/18 0:59,255
2022/11/18 1:00,191
2022/11/18 1:01,215
2022/11/18 1:02,102
2022/11/18 1:03,103
2022/11/18 1:04,236
2022/11/18 1:05,4
2022/11/18 1:06,250
2022/11/18 1:07,54
2022/11/18 1:08,198
2022/11/18 1:09,144
2022/11/18 1:10,230
2022/11/18 1:11,14
2022/11/18 1:12,242
2022/11/18 1:13,74
2022/11/18 1:14,146
2022/11/18 1:15,106
2022/11/18 1:16,16
2022/11/18 1:17,100
2022/11/18 1:18,208
2022/11/18 1:19,247
2022/11/18 1:20,66
2022/11/18 1:21,42
2022/11/18 1:22,132
2022/11/18 1:23,183
2022/11/18 1:24,227
2022/11/18 1:25,69
2022/11/18 1:26,132
2022/11/18 1:27,23
2022/11/18 1:28,229
2022/11/18 1:29,222
2022/11/18 1:30,196
2022/11/18 1:31,114
2022/11/18 1:32,230
2022/11/18 1:33,126
2022/11/18 1:34,42
2022/11/18 1:35,179
2022/11/18 1:36,65
2022/11/18 1:37,91
2022/11/18 1:38,165
2022/11/18 1:39,148
2022/11/18 1:40,140
2022/11/18 1:41,68
2022/11/18 1:42,245
2022/11/18 1:43,237
2022/11/18 1:44,126
2022/11/18 1:45,219
2022/11/18 1:46,38
2022/11/18 1:47,42
2022/11/18 1:48,32
2022/11/18 1:49,138
2022/11/18 1:50,90
2022/11/18 1:51,67
2022/11/18 1:52,11
2022/11/18 1:53,79
2022/11/18 1:54,179
2022/11/18 1:55,9
2022/11/18 1:56,206
2022/11/18 1:57,200
2022/11/18 1:58,196
2022/11/18 1:59,33
2022/11/18 2:00,142
2022/11/18 2:01,221
2022/11/18 2:02,106
2022/11/18 2:03,65
2022/11/18 2:04,101
2022/11/18 2:05,70
2022/11/18 2:06,215
2022/11/18 2:07,90
2022/11/18 2:08,150
2022/11/18 2:09,161
2022/11/18 2:10,217
2022/11/18 2:11,86
2022/11/18 2:12,58
2022/11/18 2:13,217
2022/11/18 2:14,131
2022/11/18 2:15,4
2022/11/18 2:16,59
2022/11/18 2:17,45
2022/11/18 2:18,176
2022/11/18 2:19,188
2022/11/18 2:20,147
2022/11/18 2:21,2
2022/11/18 2:22,208
2022/11/18 2:23,226
2022/11/18 2:24,138
2022/11/18 2:25,174
2022/11/18 2:26,49
2022/11/18 2:27,100
2022/11/18 2:28,137
2022/11/18 2:29,251
2022/11/18 2:30,102
2022/11/18 2:31,28
2022/11/18 2:32,84
2022/11/18 2:33,231
2022/11/18 2:34,25
2022/11/18 2:35,48
2022/11/18 2:36,13
2022/11/18 2:37,103
2022/11/18 2:38,132
2022/11/18 2:39,76
2022/11/18 2:40,229
2022/11/18 2:41,30
2022/11/18 2:42,125
2022/11/18 2:43,43
2022/11/18 2:44,241
2022/11/18 2:45,241
2022/11/18 2:46,72
2022/11/18 2:47,114
2022/11/18 2:48,93
2022/11/18 2:49,244
2022/11/18 2:50,236
2022/11/18 2:51,210
2022/11/18 2:52,121
2022/11/18 2:53,254
2022/11/18 2:54,43
2022/11/18 2:55,86
2022/11/18 2:56,74
2022/11/18 2:57,53
2022/11/18 2:58,126
2022/11/18 2:59,96
2022/11/18 3:00,34
2022/11/18 3:01,23
2022/11/18 3:02,95
2022/11/18 3:03,116
2022/11/18 3:04,47
2022/11/18 3:05,31
2022/11/18 3:06,174
2022/11/18 3:07,171
2022/11/18 3:08,11
2022/11/18 3:09,225
2022/11/18 3:10,166
2022/11/18 3:11,74
2022/11/18 3:12,46
2022/11/18 3:13,78
2022/11/18 3:14,174
2022/11/18 3:15,97
2022/11/18 3:16,180
2022/11/18 3:17,113
2022/11/18 3:18,10
2022/11/18 3:19,56
2022/11/18 3:20,17
2022/11/18 3:21,54
2022/11/18 3:22,128
2022/11/18 3:23,6
2022/11/18 3:24,22
2022/11/18 3:25,84
2022/11/18 3:26,51
2022/11/18 3:27,183
2022/11/18 3:28,75
2022/11/18 3:29,192
2022/11/18 3:30,16
2022/11/18 3:31,46
2022/11/18 3:32,182
2022/11/18 3:33,247
2022/11/18 3:34,165
2022/11/18 3:35,149
2022/11/18 3:36,250
2022/11/18 3:37,59
2022/11/18 3:38,185
2022/11/18 3:39,69
2022/11/18 3:40,112
2022/11/18 3:41,21
2022/11/18 3:42,170
2022/11/18 3:43,69
2022/11/18 3:44,51
2022/11/18 3:45,82
2022/11/18 3:46,200
2022/11/18 3:47,36
2022/11/18 3:48,108
2022/11/18 3:49,198
2022/11/18 3:50,132
2022/11/18 3:51,98
2022/11/18 3:52,56
2022/11/18 3:53,70
2022/11/18 3:54,146
2022/11/18 3:55,27
2022/11/18 3:56,34
2022/11/18 3:57,9
2022/11/18 3:58,121
2022/11/18 3:59,59
2022/11/18 4:00,204
2022/11/18 4:01,9
2022/11/18 4:02,136
2022/11/18 4:03,143
2022/11/18 4:04,192
2022/11/18 4:05,136
2022/11/18 4:06,51
2022/11/18 4:07,218
2022/11/18 4:08,24
2022/11/18 4:09,31
2022/11/18 4:10,12
2022/11/18 4:11,138
2022/11/18 4:12,224
2022/11/18 4:13,73
2022/11/18 4:14,73
2022/11/18 4:15,36
2022/11/18 4:16,164
2022/11/18 4:17,15
2022/11/18 4:18,194
2022/11/18 4:19,223
2022/11/18 4:20,3
2022/11/18 4:21,81
2022/11/18 4:22,42
2022/11/18 4:23,162
2022/11/18 4:24,194
2022/11/18 4:25,201
2022/11/18 4:26,237
2022/11/18 4:27,195
2022/11/18 4:28,199
2022/11/18 4:29,246
2022/11/18 4:30,157
2022/11/18 4:31,11
2022/11/18 4:32,64
2022/11/18 4:33,157
2022/11/18 4:34,66
2022/11/18 4:35,238
2022/11/18 4:36,92
2022/11/18 4:37,86
2022/11/18 4:38,11
2022/11/18 4:39,181
2022/11/18 4:40,253
2022/11/18 4:41,199
2022/11/18 4:42,112
2022/11/18 4:43,237
2022/11/18 4:44,128
2022/11/18 4:45,177
2022/11/18 4:46,11
2022/11/18 4:47,32
2022/11/18 4:48,81
2022/11/18 4:49,112
2022/11/18 4:50,97
2022/11/18 4:51,107
2022/11/18 4:52,9
2022/11/18 4:53,190
2022/11/18 4:54,110
2022/11/18 4:55,4
2022/11/18 4:56,139
2022/11/18 4:57,105
2022/11/18 4:58,246
2022/11/18 4:59,79
2022/11/18 5:00,79
2022/11/18 5:01,16
2022/11/18 5:02,152
2022/11/18 5:03,22
2022/11/18 5:04,234
2022/11/18 5:05,156
2022/11/18 5:06,140
2022/11/18 5:07,80
2022/11/18 5:08,1
2022/11/18 5:09,245
2022/11/18 5:10,189
2022/11/18 5:11,132
2022/11/18 5:12,253
2022/11/18 5:13,100
2022/11/18 5:14,67
2022/11/18 5:15,168
2022/11/18 5:16,11
2022/11/18 5:17,115
2022/11/18 5:18,16
2022/11/18 5:19,68
2022/11/18 5:20,107
2022/11/18 5:21,98
2022/11/18 5:22,180
2022/11/18 5:23,180
2022/11/18 5:24,41
2022/11/18 5:25,156
2022/11/18 5:26,62
2022/11/18 5:27,168
2022/11/18 5:28,198
2022/11/18 5:29,184
2022/11/18 5:30,20
2022/11/18 5:31,233
2022/11/18 5:32,40
2022/11/18 5:33,111
2022/11/18 5:34,76
2022/11/18 5:35,126
2022/11/18 5:36,251
2022/11/18 5:37,69
2022/11/18 5:38,177
2022/11/18 5:39,127
2022/11/18 5:40,252
2022/11/18 5:41,66
2022/11/18 5:42,90
2022/11/18 5:43,72
2022/11/18 5:44,187
2022/11/18 5:45,209
2022/11/18 5:46,121
2022/11/18 5:47,58
2022/11/18 5:48,34
2022/11/18 5:49,182
2022/11/18 5:50,108
2022/11/18 5:51,109
2022/11/18 5:52,117
2022/11/18 5:53,252
2022/11/18 5:54,61
2022/11/18 5:55,189
2022/11/18 5:56,132
2022/11/18 5:57,163
2022/11/18 5:58,63
2022/11/18 5:59,221
2022/11/18 6:00,82
2022/11/18 6:01,30
2022/11/18 6:02,93
2022/11/18 6:03,209
2022/11/18 6:04,30
2022/11/18 6:05,112
2022/11/18 6:06,103
2022/11/18 6:07,157
2022/11/18 6:08,241
2022/11/18 6:09,215
2022/11/18 6:10,122
2022/11/18 6:11,227
2022/11/18 6:12,79
2022/11/18 6:13,185
2022/11/18 6:14,120
2022/11/18 6:15,194
2022/11/18 6:16,55
2022/11/18 6:17,152
